standar,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGO,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,13,,"Si el prestador de servicios de salud no tiene habilitado el servicio de gestión pre transfusional, pero realiza procedimientos de transfusión, cuenta con convenio o contrato vigente con un banco de sangre certificado por la autoridad competente para el suministro de sangre, componentes sanguíneos y la realización de las pruebas pre transfusionales cuando el prestador de servicios de salud no las realice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,14,,"Cuando el prestador de servicios de salud fabrique en su institución gases medicinales, cuenta con la certificación vigente de Buenas Prácticas de Manufactura expedida por el Invima o la entidad que haga sus veces.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,15,,"En los servicios de transporte asistencial, atención prehospitalaria y urgencias cuenta con kit de emergencias para la atención a víctimas de ataques con agentes químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS","modality extramural unidad móvil, jornada de salud y domiciliaria",11.1.4,16,,"Adicional a los criterios enunciados del presente estándar, que le apliquen a estas modalityes, el prestador de servicios de salud cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS","modality extramural unidad móvil, jornada de salud y domiciliaria",11.1.4,16,16.1,• Dispositivos médicos e insumos asistenciales según la patología del paciente o  eventos de interés en salud pública cuando se requiera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS","modality extramural unidad móvil, jornada de salud y domiciliaria",11.1.4,16,16.2,"• Medicamentos de acuerdo con inventario establecido por el prestador acorde a lo documentado en sus procesos prioritarios, cuando se requiera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",modality telemedicina - Prestador Remisor - Prestador de Referencia,11.1.4,17,,El prestador de servicios de salud cumple con los criterios que le apliquen del presente estándar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,1,,El prestador de servicios de salud cuenta con una política de seguridad del paciente acorde con los lineamientos expedidos por el Ministerio de Salud y Protección Social.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,2,,El prestador de servicios de salud realiza actividades encaminadas a gestionar la seguridad del paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,3,,"El prestador de servicios de salud cuenta con un comité o instancia que orienta y promueve la política de seguridad del paciente, el control de infecciones y la optimización del uso de antibióticos, cuando los prescriba o administre. En el caso de profesionales independientes de salud podrá ser  el mismo prestador.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,,"El prestador de servicios de salud adopta y realiza las siguientes prácticas seguras, según aplique  a su servicio de salud y cuenta con información documentada para:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.1,• Asegurar la correcta identificación del paciente en los procesos asistenciales. (que incluya como mínimo dos identificadores: nombre completo y número de identificación),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.2,• Gestionar y desarrollar una adecuada comunicación entre las personas que atienden y cuidan a los pacientes que incluya enfoques diferenciales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.3,"• Detectar, prevenir y reducir infecciones asociadas con la atención en salud (que incluya protocolo de higiene de manos o higienización con soluciones a base de alcohol).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.4,"• Detectar, analizar y gestionar eventos adversos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.5,• Garantizar la funcionalidad de los procedimientos de consentimiento informado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.6,"• Mejorar la seguridad en la utilización de medicamentos, en los servicios donde aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.7,"• Prevenir y reducir la frecuencia de caídas, en los servicios donde aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.8,"• Garantizar la atención segura de la gestante y el recién nacido, en los servicios donde aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.9,"• Prevenir complicaciones asociadas a disponibilidad y manejo de sangre, componentes y a la transfusión sanguínea, en los servicios donde aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.10,"• Prevenir úlceras por presión, en los servicios donde aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,4,4.11,"• Mejorar la seguridad en los procedimientos quirúrgicos, en los servicios donde aplique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,5,,El prestador de servicios de salud promueve la cultura de seguridad del paciente que involucra a todo el personal de manera sistemática con un enfoque educativo no punitivo mediante:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,5,5.1,• Capacitación del personal en el tema de seguridad del paciente y en los principales riesgos de la atención.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,5,5.2,• Actividades donde se ilustra al paciente y sus allegados en el autocuidado de su seguridad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,6,,"El prestador de servicios de salud cuenta con información documentada de las actividades y  procedimientos que se realizan en el servicio acordes con su objeto, alcance y enfoque diferencial, mediante guías de práctica clínica- GPC, procedimientos de atención, protocolos de atención y otros documentos que el prestador de servicios de salud determine, dicha información incluye talento humano, equipos biomédicos, medicamentos y dispositivos médicos e insumos requeridos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,7,,"La información documentada es conocida mediante acciones de formación continua por el talento humano encargado y responsable de su aplicación, incluyendo el talento humano en  entrenamiento, y existe evidencia de su socialización.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,8,,"Las guías de práctica clínica y protocolos a adoptar son en primera medida los que disponga el Ministerio de Salud y Protección Social. En caso de no estar disponibles, o si existe nueva evidencia científica que actualice alguna o algunas de las recomendaciones de las guías de  práctica clínica o requerimientos de los protocolos, el prestador de servicios de salud adopta, adapta o desarrolla guías de práctica clínica o protocolos basados en evidencia científica, publicados nacional o internacionalmente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,9,,"El prestador de servicios de salud de acuerdo con las patologías más frecuentes en el servicio define la guía o guías de práctica clínica a adoptar, o adaptar o desarrollar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,10,,"El prestador de servicios de salud cuenta con información documentada de la adopción, o adaptación o desarrollo de guías práctica clínica o protocolos basados en evidencia científica.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,11,,"Los servicios de salud donde se atiendan pacientes con enfermedades terminales, crónicas, degenerativas e irreversibles, a los cuales se determine el manejo del dolor y cuidado paliativo, cuentan con información documentada para su manejo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,12,,El prestador de servicios de salud cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,12,12.1,"• Detección, prevención y disminución del riesgo de accidentes e incidentes de carácter radiológico, en los servicios donde aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,12,12.2,"• Aseo, limpieza y desinfección de áreas y superficies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,12,12.3,"• Procedimiento de reanimación cerebro cardio pulmonar, en los servicios donde se realice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,12,12.4,"• Acciones para prevenir las flebitis infecciosas, químicas y mecánicas en los servicios donde se realicen procedimientos de venopunción.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,12,12.5,• Aspectos de bioseguridad acordes con las condiciones y características del servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,12,12.6,• Descontaminación por derrames de sangre u otros fluidos corporales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,12,12.7,"• Manejo de gases medicinales que incluya como mínimo la atención de emergencias y sistema de alarma, cuando se utilicen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,,El prestador de servicios de salud que realice el proceso de esterilización cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1,"• Buenas prácticas de esterilización de acuerdo con los procedimientos y técnicas que se utilicen, que describa como mínimo los siguientes aspectos:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1.1,• Recibo de productos contaminados y entrega de material estéril.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1.2,• Transporte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1.3,"• Lavado, secado y lubricación.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1.4,• Empaque.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1.5,• Etiquetado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1.6,• Esterilización.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1.7,• Almacenamiento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1.8,• Verificación de la integridad del material estéril.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,13,13.1.9,"• Control de calidad que incluya el análisis de los reportes de dicho control, para la toma de medidas preventivas y correctivas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,14,,"Cuando un prestador de servicios de salud contrate el proceso de esterilización con un tercero, cuenta con un contrato, convenio o acuerdo escrito entre las partes, el cual debe incluir como mínimo las características de calidad de los productos, la supervisión del estado de las instalaciones y la aplicación de los procedimientos del tercero para realizar el proceso. No obstante, el prestador de servicios de salud que requiere el proceso de esterilización es el responsable de garantizar la esterilidad y el desempeño del producto final.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,15,,Los prestadores de servicios de salud tienen definidos procedimientos que garanticen el cumplimiento del no reúso de dispositivos médicos cuando el fabricante así lo haya establecido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,16,,"Hasta tanto el Ministerio de Salud y Protección Social regule la materia, el prestador de servicios de salud podrá reusar dispositivos médicos, siempre y cuando el fabricante de dichos dispositivos autorice su reúso. En tal caso, el prestador de servicios de salud cuenta con información documentada que defina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,16,16.1,"• Los procedimientos, siguiendo las recomendaciones del fabricante, para el reprocesamiento y control de calidad que demuestren la eficacia, desempeño y esterilidad del producto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,16,16.2,"• Acciones de seguimiento a través de los comités de infecciones, de seguridad del paciente y del programa de tecnovigilancia, que garanticen que el dispositivo no ha perdido la eficacia y desempeño para el cual fue diseñado, ni exponga al riesgo de infecciones o complicaciones al usuario.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,16,16.3,• Los profesionales independientes de salud realizarán el seguimiento a través del programa de tecnovigilancia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,,"Para la referencia de pacientes, el prestador de servicios de salud cuenta con la siguiente información documentada:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,17.1,• Estabilización del paciente antes del traslado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,17.2,• Medidas para el traslado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,17.3,• Lista de chequeo de los documentos necesarios para el traslado que incluya:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,17.3.1,• Diligenciamiento del formato de referencia de pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,17.3.2,• Resultados de apoyos diagnósticos realizados al paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,17.3.3,• Resumen de historia clínica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,17.3.4,"• Mecanismos tecnológicos que le permitan realizar el proceso (software, correo, entre otros).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,17.3.5,• Talento humano que debe responsabilizarse de cada una de las etapas del proceso.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,17,17.3.6,• La referencia de pacientes que se detecten como víctimas de violencia sexual debe hacerse a un servicio de urgencias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,,"Cuando se realicen procedimientos bajo sedación fuera de salas cirugía, el prestador de servicios de salud cuenta con información documentada para:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.1,• Realizar la sedación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.2,• Definición de la atención por profesional de la medicina especialista en anestesiología cuando se identifiquen riesgos para el paciente relacionados con la sedación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.3,• Manejo de emergencias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.4,"• Seguimiento al riesgo, que incluya fichas técnicas de indicadores de complicaciones terapéuticas y medicamentosas, relacionadas con la sedación, medición, seguimiento y planes de mejoramiento.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.5,"• Lista de chequeo, consignada en la historia clínica del paciente, que incluya la verificación de:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.5.1,• Evaluación de la vía aérea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.5.2,• Determinación del tiempo de ayuno.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.5.3,"• Registro de monitoreo del nivel de conciencia, la saturación de oxígeno, frecuencia cardíaca, tensión arterial y frecuencia respiratoria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.5.4,"• Registro de las variables hemodinámicas y respiratorias, a intervalos regulares.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.6,• Observación bajo la supervisión del profesional que realiza la sedación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.7,"• Todos estos registros se deben realizar antes, durante la intervención y hasta el momento del egreso del paciente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,18,18.8,• Recomendaciones de egreso suministradas al acompañante o acudiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,19,,"Si el prestador de servicios de salud no tiene habilitado el servicio de gestión pre transfusional, pero realiza procedimientos de transfusión sanguínea en alguno de sus servicios de salud habilitados, cuenta con la siguiente información documentada:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,19,19.1,"• Transporte, conservación, embalaje y remisión de muestras al banco de sangre para la realización de pruebas pre transfusionales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,19,19.2,"• Manejo, investigación y análisis de las reacciones adversas a las transfusiones sanguíneas y procesos de hemovigilancia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,19,19.3,• Guía de práctica clínica para el uso de componentes sanguíneos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,20,,"La Institución Prestadora de Servicios de Salud que cuente con servicios de salud de los grupos de consulta externa, internación o el servicio de urgencias, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,20,20.1,• Documento del proceso institucional que orienta la atención en salud de las víctimas de violencias sexuales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,20,20.2,• Documento que dé cuenta la conformación del equipo institucional para la atención integral en salud para las víctimas de violencias sexuales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,21,,El Profesional Independiente de Salud y las Entidades con Objeto Social Diferente que oferten y presten servicios de salud de los grupos de consulta externa y los prestadores de servicios de salud de Transporte Especial de Pacientes cuentan con documento del proceso que orienta la atención en salud de las víctimas de violencias sexuales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,22,,"En los servicios de transporte asistencial, atención prehospitalaria y urgencias, se cuenta con documento del proceso que orienta la atención en salud a víctimas de ataques con agentes químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,23,,"Los prestadores de servicios de salud cuentan con información documentada de las condiciones de almacenamiento, conservación, control de fechas de vencimiento, uso y custodia de los medicamentos, dispositivos médicos e insumos contenidos en los kits de derrames de medicamentos, ataque con agentes químicos y de violencias sexuales, según su contenido.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,24,,"Las Instituciones Prestadoras de Servicios de Salud con servicios de hospitalización, hospitalización de paciente crónico con y sin ventilador, cuidado intensivo neonatal, pediátrico y adulto, urgencias y del grupo quirúrgico, en la modality intramural, cuentan con la siguiente Información documentada:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,24,24.1,• Manejo de la enfermedad cerebro vascular.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,24,24.2,• Manejo del Trauma Craneoencefálico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,24,24.3,• Detección de donantes de componentes anatómicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,24,24.4,• Mantenimiento del donante de componentes anatómicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,25,,"Las Instituciones Prestadoras de Servicios de Salud, con servicios de cuidado intensivo pediátrico y adulto que cuenten con servicios quirúrgicos de neurocirugía de alta complejidad, cuentan con información documentada del procedimiento para el diagnóstico de muerte encefálica y muerte en asistolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,26,,Los servicios de salud que realicen pruebas de interés en salud pública deben inscribirse en el Registro de Laboratorios- RELAB.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,27,,Cuando el prestador de servicios de salud realice “pruebas en el punto de atención del paciente - (Point of Care Testing - POCT)” en un servicio habilitado cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,27,27.1,"• Información documentada sobre la toma, procesamiento, control de calidad y entrega de resultados.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,27,27.2,"• Controles de calidad realizados por un servicio de laboratorio clínico que puede ser propio o contratado para tal fin, cuando aplique, de acuerdo a las especificaciones del fabricante.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Todas las modalityes,11.1.5,27,27.3,• Análisis de los reportes del control de calidad y toma de medidas preventivas y correctivas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality extramural jornada de salud y unidad móvil,11.1.5,28,,"Orientación a los usuarios sobre las condiciones, requisitos y restricciones de acceso, permanencia y salida del vehículo, en condiciones de rutina o en condiciones de emergencia, a cargo del conductor del vehículo y el talento humano en salud.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality extramural jornada de salud y unidad móvil,11.1.5,29,,Mecanismos que garanticen comunicación para el seguimiento de los pacientes que lo requieran.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality extramural jornada de salud y unidad móvil,11.1.5,30,,"Mecanismos de supervisión de las actividades realizadas en el marco de los eventos de interés en salud pública, cuando aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality telemedicina - Prestador Remisor,11.1.5,31,,Información documentada de la prestación de servicios en esta modality que evidencie:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality telemedicina - Prestador Remisor,11.1.5,31,31.1,• La o las categorías de telemedicina que se ofrece(n) en cada uno de los servicios habilitados en dicha modality y si se presta el servicio como prestador remisor o como prestador de referencia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality telemedicina - Prestador Remisor,11.1.5,31,31.2,• Los flujos de la información,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality telemedicina - Prestador Remisor,11.1.5,31,31.3,• Los responsables de la atención.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality telemedicina - Prestador Remisor,11.1.5,31,31.4,"• El método de comunicación que se utiliza (sincrónico o asincrónico) para la atención y los criterios para la identificación de los casos en los cuales se debe transferir y recibir la información en tiempo real (sincrónico) o mediante almacenamiento – envío (asincrónico),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality telemedicina - Prestador Remisor,11.1.5,31,31.5,"• Las características y formas de relacionamiento entre prestadores de telemedicina (remisor y de referencia) cuando aplique, definiendo los tiempos de respuesta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality telemedicina - Prestador Remisor,11.1.5,31,31.6,"• Procedimiento para la captura, almacenamiento y transmisión de la información.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality telemedicina - Prestador Remisor,11.1.5,31,31.7,• Parámetros para la digitalización y compresión durante la captura de datos o imágenes que garanticen la resolución necesaria para permitir el diagnóstico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,modality telemedicina - prestador de referencia,11.1.5,32,,"Adicional a los criterios solicitados para el prestador remisor, cuenta con información documentada de las actividades y procedimientos de los servicios que oferte, acordes con su objeto, alcance y enfoque diferencial, mediante guías de práctica clínica- GPC, procedimientos de atención, protocolos de atención y otros documentos que el prestador de servicios de salud determine, dicha información incluye talento humano, equipos biomédicos, medicamentos y dispositivos médicos e insumos requeridos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLINICA Y REGISTROS,Todas las modalityes,11.1.6,1,,Toda atención de primera vez a un usuario debe incluir el proceso de apertura de historia clínica. Todos los pacientes atendidos cuentan con historia clínica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
